student_id,age,background,attendance,marks_avg,test_score,assignment_completion,login_frequency,study_hours_per_week,class_participation,doubt_sessions_attended,risk_score,risk_level,dropout
STU007219,30,Rural,97,86,75,93,27,23,High,8,0.0988,Low,0
STU007220,22,Urban,27,18,13,26,8,7,Medium,0,0.7081,High,1
STU007221,26,Rural,72,73,54,76,21,16,High,12,0.2355,Low,0
STU007222,21,Urban,72,38,49,73,26,7,High,0,0.3928,Medium,0
STU007223,23,Rural,70,60,77,42,7,5,Medium,6,0.5054,Medium,0
STU007224,19,Urban,90,98,73,85,29,18,High,4,0.1809,Low,0
STU007225,19,Urban,91,62,71,81,17,23,High,17,0.2678,Low,0
STU007226,19,Urban,30,41,34,25,9,0,Medium,4,0.7199,High,1
STU007227,27,Urban,83,76,70,87,28,24,High,7,0.1755,Low,0
STU007228,24,Urban,91,69,73,77,27,21,High,8,0.1204,Low,0
STU007229,30,Rural,39,11,52,48,10,1,Medium,2,0.7358,High,0
STU007230,19,Urban,94,100,68,74,21,17,High,7,0.1446,Low,0
STU007231,29,Rural,36,34,37,41,10,6,Low,3,0.668,Medium,1
STU007232,30,Urban,98,60,88,76,19,19,Medium,15,0.2808,Low,0
STU007233,19,Rural,24,15,35,50,2,13,Low,1,0.8141,High,1
STU007234,26,Urban,79,68,76,92,22,21,High,9,0.2485,Low,0
STU007235,24,Urban,72,92,79,86,20,15,Medium,13,0.2367,Low,0
STU007236,28,Urban,87,60,58,66,16,18,Medium,0,0.2997,Low,0
STU007237,20,Urban,27,19,22,39,6,6,Medium,4,0.7235,High,1
STU007238,20,Urban,79,86,70,76,26,22,High,15,0.1973,Low,0
STU007239,24,Urban,52,16,26,11,0,6,Medium,2,0.7475,High,1
STU007240,22,Rural,73,57,60,45,14,12,Low,4,0.539,Medium,1
STU007241,27,Rural,80,70,61,75,21,21,Low,18,0.3903,Medium,1
STU007242,23,Rural,69,68,80,83,26,21,Low,12,0.4336,Medium,0
STU007243,30,Urban,83,77,59,82,23,20,Low,15,0.3143,Medium,0
STU007244,29,Rural,20,30,26,25,10,6,Low,4,0.7629,High,1
STU007245,25,Urban,84,74,60,73,20,21,High,10,0.2398,Low,0
STU007246,26,Urban,78,55,56,38,15,14,High,7,0.3194,Medium,0
STU007247,18,Urban,77,64,69,78,18,24,High,4,0.258,Low,0
STU007248,20,Urban,45,73,54,52,10,20,Medium,8,0.474,Medium,0
STU007249,28,Urban,65,24,22,24,3,1,Low,0,0.6503,Medium,1
STU007250,24,Urban,81,59,44,59,14,15,Medium,13,0.3825,Medium,0
STU007251,23,Urban,65,62,42,82,22,25,High,5,0.3363,Medium,0
STU007252,24,Rural,47,16,30,17,8,9,Low,0,0.7863,High,1
STU007253,25,Rural,70,59,25,59,17,10,Low,4,0.463,Medium,1
STU007254,23,Urban,40,25,4,16,12,2,Low,3,0.8316,High,0
STU007255,20,Urban,54,66,32,59,18,10,Medium,7,0.4347,Medium,0
STU007256,19,Rural,73,57,48,38,9,15,Medium,11,0.4852,Medium,0
STU007257,29,Urban,73,74,71,85,21,29,Medium,18,0.2519,Low,0
STU007258,24,Rural,78,72,68,70,20,26,High,8,0.2383,Low,0
STU007259,29,Rural,45,43,22,15,7,0,Low,0,0.6619,Medium,1
STU007260,29,Urban,78,77,69,65,30,28,Low,12,0.3264,Medium,0
STU007261,29,Urban,83,85,61,63,14,22,High,10,0.3079,Medium,0
STU007262,28,Rural,83,84,61,68,20,19,Medium,17,0.3003,Medium,0
STU007263,18,Rural,56,41,70,49,13,16,Low,2,0.5366,Medium,0
STU007264,20,Urban,81,87,67,76,27,21,Medium,11,0.231,Low,0
STU007265,29,Urban,57,48,37,68,23,22,Low,0,0.491,Medium,0
STU007266,28,Rural,55,49,47,41,14,23,High,2,0.4235,Medium,0
STU007267,21,Urban,98,100,94,88,22,19,Low,12,0.157,Low,0
STU007268,30,Rural,71,90,52,67,16,23,High,7,0.2633,Low,0
STU007269,18,Rural,82,77,70,81,12,11,Low,15,0.3421,Medium,0
STU007270,22,Rural,93,87,55,71,24,25,Medium,7,0.2185,Low,0
STU007271,27,Urban,47,66,53,52,4,9,Low,0,0.5943,Medium,1
STU007272,20,Rural,75,66,71,81,29,15,High,14,0.2582,Low,0
STU007273,19,Urban,64,72,45,59,13,15,High,2,0.3675,Medium,0
STU007274,20,Urban,6,25,53,50,4,8,Low,4,0.7864,High,1
STU007275,25,Urban,31,24,25,33,10,6,Medium,1,0.7297,High,1
STU007276,23,Urban,64,64,55,58,5,6,High,4,0.4154,Medium,0
STU007277,30,Rural,15,32,19,19,5,3,Low,3,0.8739,High,1
STU007278,24,Rural,63,54,56,50,11,18,Low,6,0.5427,Medium,1
STU007279,29,Urban,62,58,45,72,20,20,Medium,13,0.3431,Medium,0
STU007280,23,Urban,59,56,73,38,0,19,Medium,4,0.5458,Medium,1
STU007281,23,Urban,47,14,40,0,14,3,Low,6,0.7898,High,1
STU007282,29,Urban,47,73,98,46,22,19,Low,12,0.395,Medium,1
STU007283,20,Rural,95,66,72,76,17,23,High,10,0.2667,Low,0
STU007284,29,Urban,100,58,55,71,15,27,High,12,0.2247,Low,0
STU007285,30,Rural,79,80,47,83,16,33,High,9,0.2028,Low,0
STU007286,25,Rural,43,36,36,57,17,13,Medium,5,0.5668,Medium,1
STU007287,29,Urban,59,49,43,63,10,5,Low,5,0.5732,Medium,0
STU007288,24,Urban,87,59,81,73,17,19,Low,4,0.3954,Medium,1
STU007289,24,Urban,4,41,42,28,11,10,Medium,0,0.7301,High,1
STU007290,23,Urban,32,42,40,10,8,6,Low,3,0.7069,High,1
STU007291,22,Urban,63,41,55,59,8,17,Low,0,0.5492,Medium,1
STU007292,27,Urban,83,76,76,79,20,19,High,8,0.2512,Low,0
STU007293,25,Rural,45,51,43,73,17,15,Medium,11,0.4692,Medium,1
STU007294,22,Urban,37,43,42,15,12,9,Low,4,0.6216,Medium,1
STU007295,26,Rural,34,75,72,59,28,21,High,10,0.421,Medium,0
STU007296,26,Urban,70,49,56,50,26,10,Low,4,0.4927,Medium,0
STU007297,18,Urban,98,74,56,73,22,26,Medium,8,0.2699,Low,0
STU007298,23,Urban,30,24,16,17,5,5,Low,1,0.799,High,1
STU007299,24,Urban,45,26,24,38,6,4,Medium,4,0.7041,High,1
STU007300,20,Urban,80,75,65,78,20,18,High,12,0.3171,Medium,0
STU007301,24,Rural,83,73,73,90,22,19,Medium,12,0.2787,Low,0
STU007302,28,Urban,77,62,71,74,26,22,High,15,0.301,Medium,0
STU007303,28,Rural,90,71,78,71,21,23,High,10,0.1709,Low,0
STU007304,24,Rural,70,52,70,33,11,17,Medium,2,0.4963,Medium,1
STU007305,30,Rural,75,77,75,85,20,20,High,12,0.2463,Low,0
STU007306,28,Rural,89,69,69,87,26,33,High,16,0.1862,Low,0
STU007307,19,Urban,53,80,34,74,11,12,Medium,3,0.442,Medium,0
STU007308,24,Rural,59,82,60,58,20,16,Low,5,0.4326,Medium,1
STU007309,18,Rural,39,48,0,23,10,8,Low,5,0.6334,Medium,1
STU007310,22,Rural,77,96,90,77,25,21,High,11,0.1287,Low,0
STU007311,26,Urban,85,61,69,93,21,13,High,4,0.2382,Low,0
STU007312,24,Urban,65,49,47,82,19,14,High,12,0.3821,Medium,0
STU007313,24,Rural,69,73,82,62,21,23,High,15,0.3115,Medium,0
STU007314,28,Rural,87,67,65,70,19,21,Low,11,0.3534,Medium,0
STU007315,30,Rural,75,58,56,63,11,12,Low,8,0.4434,Medium,1
STU007316,29,Rural,90,69,72,96,25,25,Medium,8,0.2135,Low,0
STU007317,19,Urban,65,59,62,86,21,25,Medium,14,0.3585,Medium,0
STU007318,25,Urban,91,78,64,80,22,12,High,8,0.1949,Low,0
STU007319,20,Rural,24,19,27,36,10,2,Medium,1,0.7341,High,1
STU007320,25,Urban,51,65,44,50,17,8,Medium,3,0.4889,Medium,0
STU007321,20,Rural,98,65,92,91,30,28,High,12,0.1541,Low,0
STU007322,27,Rural,81,85,71,87,22,24,High,10,0.163,Low,0
STU007323,24,Urban,56,55,38,100,15,14,Medium,6,0.3829,Medium,0
STU007324,19,Urban,80,71,64,66,25,25,High,12,0.2505,Low,0
STU007325,21,Rural,78,35,27,58,23,10,Medium,10,0.4371,Medium,0
STU007326,28,Urban,43,52,31,26,5,7,High,1,0.5633,Medium,1
STU007327,23,Urban,97,64,74,84,30,23,High,9,0.1555,Low,0
STU007328,28,Rural,68,78,81,80,25,24,High,10,0.226,Low,0
STU007329,26,Rural,91,70,64,77,22,11,High,9,0.2148,Low,0
STU007330,22,Rural,47,0,40,47,5,13,Low,2,0.7001,High,1
STU007331,30,Urban,93,36,43,16,10,1,Low,0,0.5793,Medium,1
STU007332,26,Urban,86,75,66,83,22,29,High,5,0.166,Low,0
STU007333,22,Rural,76,22,37,35,0,6,Low,2,0.6386,Medium,1
STU007334,27,Urban,80,79,69,89,27,16,High,5,0.2157,Low,0
STU007335,25,Urban,86,64,82,82,22,24,High,9,0.2285,Low,0
STU007336,30,Urban,84,61,63,67,22,25,Medium,11,0.2648,Low,0
STU007337,30,Urban,67,54,65,66,15,14,Low,3,0.5259,Medium,1
STU007338,18,Urban,41,25,35,37,7,4,Low,1,0.7335,High,1
STU007339,24,Urban,70,52,69,79,20,21,High,7,0.3417,Medium,0
STU007340,21,Urban,38,32,29,20,13,16,Low,3,0.7141,High,0
STU007341,22,Rural,80,67,74,75,18,20,High,9,0.2669,Low,0
STU007342,23,Urban,58,60,54,53,21,24,Low,10,0.4688,Medium,1
STU007343,22,Urban,25,50,23,13,5,4,Low,1,0.766,High,1
STU007344,29,Urban,76,59,70,82,21,20,High,8,0.2327,Low,0
STU007345,18,Urban,79,64,82,88,18,22,High,6,0.2622,Low,1
STU007346,29,Rural,55,73,47,58,10,21,Medium,5,0.4661,Medium,0
STU007347,26,Rural,72,71,68,57,25,13,High,13,0.3118,Medium,1
STU007348,19,Rural,79,42,54,74,25,22,Medium,8,0.2958,Low,0
STU007349,26,Rural,58,42,49,45,8,11,High,8,0.5157,Medium,1
STU007350,27,Rural,80,91,65,87,19,25,Low,16,0.2623,Low,0
STU007351,19,Urban,36,55,36,28,9,3,Low,2,0.6964,Medium,0
STU007352,26,Urban,76,66,62,94,22,25,Low,15,0.3267,Medium,0
STU007353,23,Urban,43,23,31,51,4,10,Low,0,0.681,Medium,1
STU007354,28,Urban,9,17,43,33,9,6,High,2,0.7267,High,1
STU007355,26,Rural,59,72,64,67,19,19,Medium,4,0.39,Medium,0
STU007356,30,Urban,91,74,76,94,22,33,Medium,10,0.2211,Low,0
STU007357,23,Rural,27,45,11,21,11,8,Low,0,0.6851,Medium,1
STU007358,23,Urban,83,56,80,69,16,19,Medium,16,0.3537,Medium,0
STU007359,30,Urban,83,68,83,75,20,23,Medium,0,0.2924,Low,0
STU007360,28,Urban,78,60,64,38,6,12,High,10,0.4214,Medium,1
STU007361,19,Rural,73,65,56,49,10,6,Medium,8,0.4177,Medium,0
STU007362,25,Rural,62,65,46,79,20,19,Medium,9,0.3645,Medium,0
STU007363,20,Rural,77,76,55,79,24,24,Low,1,0.3041,Medium,0
STU007364,24,Rural,77,81,69,79,20,19,High,9,0.2177,Low,0
STU007365,22,Urban,26,33,36,21,7,3,Low,3,0.78,High,1
STU007366,20,Urban,88,75,80,89,28,29,High,13,0.2075,Low,0
STU007367,18,Rural,64,71,47,68,13,21,Low,12,0.4371,Medium,1
STU007368,25,Rural,92,65,70,87,17,27,High,9,0.189,Low,0
STU007369,20,Urban,79,62,68,80,23,32,High,6,0.2547,Low,0
STU007370,19,Urban,89,62,72,93,30,19,High,15,0.1792,Low,0
STU007371,18,Urban,94,77,70,99,25,18,High,6,0.1784,Low,0
STU007372,21,Urban,86,70,67,70,23,20,Low,12,0.4496,Medium,1
STU007373,30,Rural,39,32,38,41,6,5,Low,2,0.6787,Medium,0
STU007374,25,Rural,74,73,81,82,12,30,High,16,0.2939,Low,1
STU007375,30,Urban,33,68,65,58,23,14,High,2,0.4357,Medium,1
STU007376,20,Urban,51,23,30,59,1,5,Medium,5,0.6513,Medium,0
STU007377,18,Rural,87,81,62,62,17,31,High,7,0.201,Low,0
STU007378,21,Rural,83,74,70,82,25,27,High,6,0.1926,Low,1
STU007379,26,Urban,31,43,26,47,9,7,Medium,5,0.5979,Medium,0
STU007380,30,Rural,50,42,35,68,20,16,Low,12,0.5284,Medium,0
STU007381,18,Rural,79,45,78,67,25,31,Medium,6,0.3237,Medium,0
STU007382,29,Urban,65,77,64,70,20,22,High,13,0.2474,Low,0
STU007383,28,Rural,22,23,24,20,10,10,Low,0,0.757,High,1
STU007384,19,Urban,91,74,89,77,22,23,High,10,0.1992,Low,0
STU007385,26,Urban,89,74,63,90,27,26,High,10,0.1313,Low,0
STU007386,19,Urban,96,75,67,66,21,19,High,3,0.1923,Low,0
STU007387,30,Urban,89,70,78,87,29,19,Medium,4,0.2655,Low,0
STU007388,20,Urban,79,81,63,86,22,22,High,8,0.2235,Low,0
STU007389,24,Rural,97,68,68,96,17,19,High,12,0.1823,Low,0
STU007390,20,Urban,32,16,9,51,5,6,High,2,0.6646,Medium,0
STU007391,26,Rural,75,77,62,97,21,21,Medium,17,0.3027,Medium,0
STU007392,23,Rural,33,19,33,30,3,1,Medium,4,0.7822,High,0
STU007393,20,Urban,19,31,24,53,8,5,Low,2,0.7479,High,1
STU007394,26,Urban,76,50,64,53,18,11,Low,2,0.4744,Medium,0
STU007395,18,Urban,84,79,65,70,18,26,Low,17,0.3047,Medium,0
STU007396,27,Urban,81,55,69,97,18,17,High,10,0.2975,Low,0
STU007397,20,Urban,79,77,73,100,23,16,Medium,15,0.2833,Low,0
STU007398,18,Urban,83,78,76,72,22,12,Medium,5,0.3681,Medium,1
STU007399,19,Urban,43,81,28,42,11,9,Low,3,0.5821,Medium,1
STU007400,29,Urban,50,63,68,92,11,17,Low,8,0.5019,Medium,0
STU007401,25,Urban,40,41,25,7,10,3,Low,1,0.749,High,1
STU007402,24,Rural,87,76,55,66,17,20,High,17,0.2492,Low,0
STU007403,19,Urban,92,67,78,84,21,21,High,13,0.1946,Low,0
STU007404,19,Urban,55,54,51,63,17,19,Medium,8,0.3949,Medium,1
STU007405,26,Urban,59,49,18,62,17,17,Medium,1,0.5014,Medium,0
STU007406,30,Urban,91,60,57,81,30,13,Medium,13,0.2538,Low,0
STU007407,30,Rural,46,57,54,36,18,12,Low,9,0.5972,Medium,0
STU007408,23,Urban,97,82,73,87,17,12,High,12,0.1863,Low,0
STU007409,22,Urban,27,34,32,30,17,7,Low,6,0.7802,High,1
STU007410,27,Urban,92,66,69,85,23,29,High,8,0.2268,Low,0
STU007411,23,Urban,79,63,83,72,17,27,High,15,0.2697,Low,0
STU007412,26,Urban,76,68,64,76,24,26,High,16,0.2202,Low,0
STU007413,28,Urban,45,42,34,16,8,4,Low,3,0.6881,Medium,1
STU007414,24,Urban,39,37,39,8,11,9,Medium,3,0.686,Medium,1
STU007415,27,Urban,77,83,84,78,25,27,High,4,0.1537,Low,0
STU007416,27,Rural,81,90,77,83,27,21,High,10,0.1537,Low,0
STU007417,26,Urban,85,73,76,74,17,18,Medium,9,0.2829,Low,1
STU007418,21,Urban,73,61,84,61,27,16,High,13,0.3043,Medium,0
STU007419,19,Rural,86,66,81,83,21,23,Low,10,0.3286,Medium,0
STU007420,29,Rural,83,86,81,71,27,27,High,7,0.1678,Low,0
STU007421,25,Rural,36,48,35,37,8,5,Low,3,0.6711,Medium,1
STU007422,21,Rural,50,39,51,61,19,20,Medium,1,0.5077,Medium,0
STU007423,30,Urban,43,23,22,58,9,12,Low,4,0.722,High,0
STU007424,26,Urban,96,72,64,77,20,11,Medium,9,0.2655,Low,0
STU007425,21,Rural,81,87,76,61,21,21,Medium,5,0.2246,Low,0
STU007426,25,Rural,82,70,88,75,27,19,High,5,0.1987,Low,0
STU007427,26,Urban,44,43,48,70,20,12,Medium,8,0.5275,Medium,1
STU007428,30,Urban,88,29,64,86,17,30,Low,6,0.3727,Medium,0
STU007429,26,Rural,83,94,71,86,14,21,High,15,0.159,Low,0
STU007430,27,Urban,86,64,80,72,21,16,High,19,0.1934,Low,0
STU007431,21,Rural,38,43,19,0,2,4,Low,1,0.735,High,1
STU007432,18,Urban,81,45,18,42,2,12,Low,6,0.5935,Medium,1
STU007433,20,Rural,61,17,53,47,6,11,Low,7,0.6925,Medium,1
STU007434,26,Urban,92,64,92,81,29,19,High,16,0.1299,Low,0
STU007435,21,Urban,84,67,56,87,17,22,High,8,0.2101,Low,0
STU007436,22,Urban,85,61,71,84,21,28,Medium,10,0.288,Low,0
STU007437,24,Urban,85,49,79,79,19,23,High,17,0.2977,Low,0
STU007438,22,Urban,77,71,58,72,25,26,High,12,0.2921,Low,0
STU007439,21,Rural,84,84,74,70,23,27,High,5,0.1398,Low,0
STU007440,19,Urban,93,61,79,75,20,26,High,11,0.2201,Low,0
STU007441,19,Urban,76,71,53,67,25,20,High,5,0.2749,Low,0
STU007442,30,Urban,89,62,72,77,26,25,Medium,11,0.2819,Low,0
STU007443,30,Rural,94,57,69,82,30,25,High,17,0.1999,Low,0
STU007444,21,Urban,96,66,55,85,22,24,High,13,0.2594,Low,0
STU007445,27,Rural,62,45,34,59,18,9,Low,9,0.5879,Medium,0
STU007446,30,Rural,82,73,62,77,22,27,Low,11,0.3129,Medium,0
STU007447,27,Rural,70,51,42,72,23,8,Low,10,0.4552,Medium,0
STU007448,30,Urban,37,7,24,39,13,9,Low,0,0.6927,Medium,1
STU007449,26,Rural,84,78,65,84,30,28,High,12,0.1479,Low,0
STU007450,25,Urban,84,78,65,97,20,17,High,13,0.1443,Low,0
STU007451,20,Urban,84,86,82,85,18,25,High,7,0.1354,Low,0
STU007452,26,Urban,74,59,72,74,21,19,High,7,0.3021,Medium,0
STU007453,22,Urban,20,32,44,61,11,2,Low,1,0.7263,High,1
STU007454,28,Urban,25,14,47,47,6,6,Low,1,0.7615,High,1
STU007455,20,Urban,47,4,38,37,12,10,Low,3,0.7069,High,1
STU007456,22,Urban,55,36,59,73,11,6,Medium,5,0.4947,Medium,1
STU007457,30,Urban,30,59,72,79,12,18,Medium,2,0.4923,Medium,0
STU007458,27,Rural,83,82,69,75,19,20,Medium,9,0.2606,Low,0
STU007459,30,Rural,94,76,60,66,17,19,Medium,8,0.2687,Low,0
STU007460,21,Rural,78,76,74,77,13,22,High,6,0.3134,Medium,0
STU007461,25,Urban,81,71,56,72,23,27,Medium,12,0.3075,Medium,0
STU007462,30,Urban,27,34,27,32,13,11,Medium,1,0.6882,Medium,1
STU007463,29,Urban,72,63,94,61,22,22,High,6,0.299,Low,0
STU007464,22,Urban,73,72,78,65,25,22,High,14,0.2671,Low,0
STU007465,27,Rural,78,63,65,70,23,19,High,5,0.3088,Medium,0
STU007466,29,Urban,14,18,40,40,3,3,Medium,3,0.8004,High,1
STU007467,25,Rural,23,28,38,34,11,8,Low,3,0.7354,High,1
STU007468,26,Rural,28,45,34,25,8,4,Medium,2,0.692,Medium,1
STU007469,21,Rural,38,25,23,31,11,6,Low,2,0.7349,High,1
STU007470,24,Rural,56,69,55,71,21,15,Low,5,0.4304,Medium,0
STU007471,19,Urban,72,75,70,86,12,19,High,11,0.3003,Medium,0
STU007472,23,Urban,70,72,76,69,23,20,High,10,0.3187,Medium,0
STU007473,25,Rural,94,63,71,73,25,29,Medium,7,0.2096,Low,0
STU007474,29,Urban,65,43,69,67,10,14,Low,9,0.5169,Medium,0
STU007475,24,Urban,31,40,22,27,7,9,Low,2,0.7038,High,1
STU007476,24,Urban,99,96,58,74,25,21,High,18,0.1281,Low,0
STU007477,25,Rural,82,75,75,78,21,25,Low,7,0.29,Low,0
STU007478,24,Urban,86,79,82,77,19,24,High,15,0.1885,Low,0
STU007479,22,Rural,84,58,82,69,23,20,High,11,0.2658,Low,0
STU007480,24,Urban,87,81,67,65,21,28,High,4,0.1847,Low,0
STU007481,30,Rural,98,69,68,79,20,23,Medium,8,0.2444,Low,0
STU007482,27,Rural,78,64,77,76,21,26,Low,6,0.395,Medium,0
STU007483,20,Urban,55,65,52,61,30,10,Medium,5,0.3698,Medium,0
STU007484,22,Urban,91,55,86,88,20,28,Medium,6,0.2436,Low,0
STU007485,24,Rural,83,55,62,81,23,29,Medium,6,0.2763,Low,1
STU007486,26,Rural,62,46,48,60,13,17,Low,11,0.5154,Medium,1
STU007487,19,Rural,61,40,39,50,28,13,High,9,0.4333,Medium,1
STU007488,21,Urban,62,53,54,66,16,16,Low,7,0.4703,Medium,1
STU007489,29,Urban,85,68,70,69,25,27,Medium,11,0.2591,Low,0
STU007490,24,Urban,92,75,76,99,27,24,High,12,0.1631,Low,0
STU007491,18,Urban,77,69,60,84,27,31,High,11,0.1727,Low,0
STU007492,30,Rural,78,84,66,72,17,24,High,4,0.2111,Low,0
STU007493,19,Urban,74,78,53,75,24,20,Medium,8,0.2672,Low,0
STU007494,26,Rural,51,62,65,61,11,7,High,9,0.4379,Medium,0
STU007495,30,Urban,96,84,68,90,21,26,Medium,15,0.1848,Low,0
STU007496,27,Urban,44,19,31,26,15,9,Medium,4,0.6257,Medium,1
STU007497,24,Rural,82,71,74,84,24,21,High,14,0.2357,Low,0
STU007498,29,Rural,49,79,23,46,9,6,Low,0,0.4845,Medium,1
STU007499,27,Rural,65,42,63,66,11,12,Medium,5,0.4678,Medium,1
STU007500,24,Rural,48,44,29,40,12,8,Low,3,0.6197,Medium,1
STU007501,23,Rural,71,30,18,19,3,10,Low,2,0.6379,Medium,1
STU007502,20,Rural,52,65,65,73,23,25,High,11,0.3539,Medium,0
STU007503,27,Rural,33,78,43,46,14,10,High,2,0.4031,Medium,1
STU007504,20,Rural,54,26,14,20,5,4,Low,0,0.6726,Medium,0
STU007505,19,Urban,56,55,47,63,21,24,Medium,5,0.4088,Medium,1
STU007506,28,Rural,71,73,56,71,25,19,High,13,0.2229,Low,0
STU007507,23,Urban,67,60,61,73,13,3,High,6,0.3937,Medium,1
STU007508,21,Urban,34,37,22,26,12,5,Low,1,0.7374,High,0
STU007509,22,Urban,77,50,30,60,27,12,High,10,0.3786,Medium,0
STU007510,20,Rural,45,41,60,53,15,18,Medium,6,0.5266,Medium,1
STU007511,23,Urban,81,74,51,99,19,27,High,6,0.1355,Low,0
STU007512,28,Rural,68,43,49,47,9,17,Low,3,0.5674,Medium,1
STU007513,29,Urban,41,73,65,67,29,18,Low,6,0.4292,Medium,0
STU007514,20,Urban,53,34,13,29,2,5,Low,4,0.6806,Medium,1
STU007515,25,Urban,27,4,27,12,4,5,Low,2,0.8701,High,1
STU007516,26,Urban,40,85,29,60,4,6,Low,2,0.5457,Medium,0
STU007517,21,Rural,84,91,74,71,21,29,High,14,0.1892,Low,0
STU007518,26,Rural,88,64,72,71,27,28,High,17,0.213,Low,0
STU007519,29,Urban,55,46,40,62,5,19,Low,7,0.52,Medium,0
STU007520,24,Urban,60,48,39,60,14,12,Medium,13,0.5416,Medium,1
STU007521,20,Urban,87,73,77,69,26,29,High,0,0.1819,Low,1
STU007522,24,Rural,34,44,38,2,8,11,Medium,3,0.6842,Medium,1
STU007523,18,Urban,9,32,11,49,12,5,Low,0,0.7621,High,1
STU007524,20,Urban,35,74,40,72,17,17,Low,0,0.5698,Medium,0
STU007525,23,Urban,59,60,41,58,10,14,High,6,0.4177,Medium,0
STU007526,21,Rural,74,53,48,54,16,18,Medium,9,0.4338,Medium,0
STU007527,24,Urban,54,62,64,88,14,8,Medium,17,0.4479,Medium,0
STU007528,20,Urban,44,63,47,48,19,18,High,3,0.4237,Medium,0
STU007529,18,Rural,23,16,21,20,8,4,Low,3,0.8637,High,1
STU007530,26,Rural,10,23,30,36,4,3,Low,0,0.8621,High,1
STU007531,23,Rural,28,47,34,28,8,9,Low,3,0.7359,High,1
STU007532,25,Urban,93,75,72,77,24,24,Low,11,0.322,Medium,0
STU007533,20,Urban,86,62,65,74,18,18,High,10,0.2628,Low,0
STU007534,25,Rural,62,70,70,53,10,19,Low,6,0.486,Medium,1
STU007535,19,Urban,67,72,67,91,20,27,High,10,0.3285,Medium,0
STU007536,29,Urban,84,43,52,76,26,17,Medium,11,0.343,Medium,0
STU007537,21,Urban,37,26,37,46,8,7,Low,0,0.7344,High,1
STU007538,20,Rural,83,70,82,83,26,24,High,12,0.1742,Low,0
STU007539,27,Rural,83,71,58,81,21,26,Medium,6,0.2139,Low,0
STU007540,18,Rural,37,26,29,24,6,5,Medium,1,0.6585,Medium,1
STU007541,30,Urban,91,73,75,77,23,24,High,10,0.1783,Low,0
STU007542,30,Urban,75,43,27,23,6,11,Low,0,0.6591,Medium,1
STU007543,24,Urban,92,57,69,85,23,26,Medium,9,0.2727,Low,0
STU007544,28,Urban,75,63,60,96,23,27,Medium,17,0.2849,Low,0
STU007545,27,Rural,41,73,52,46,17,14,Low,2,0.4819,Medium,0
STU007546,19,Urban,47,79,59,61,15,5,Medium,6,0.4649,Medium,1
STU007547,21,Urban,31,37,30,27,7,6,High,4,0.5754,Medium,1
STU007548,26,Rural,92,31,73,90,16,24,High,11,0.3158,Medium,0
STU007549,23,Urban,72,44,43,61,13,20,Low,13,0.4934,Medium,0
STU007550,25,Rural,19,30,33,50,9,13,High,5,0.6892,Medium,1
STU007551,19,Rural,42,78,26,43,7,12,Low,8,0.576,Medium,0
STU007552,24,Rural,40,48,25,54,0,2,Medium,4,0.6229,Medium,0
STU007553,23,Rural,84,94,66,88,25,23,High,19,0.1533,Low,0
STU007554,30,Rural,68,57,59,63,11,16,Medium,3,0.4859,Medium,0
STU007555,26,Urban,75,42,71,60,9,17,High,6,0.4396,Medium,1
STU007556,24,Urban,87,56,95,74,18,31,High,6,0.2272,Low,0
STU007557,18,Rural,63,24,52,93,11,6,Medium,3,0.517,Medium,0
STU007558,25,Urban,86,74,61,76,19,25,High,14,0.1782,Low,0
STU007559,28,Rural,79,77,68,86,27,15,High,6,0.2384,Low,0
STU007560,27,Urban,40,24,28,6,0,2,Low,1,0.8142,High,1
STU007561,20,Urban,76,21,59,39,11,20,Medium,3,0.5392,Medium,1
STU007562,19,Urban,69,69,65,67,19,7,Low,7,0.456,Medium,0
STU007563,29,Urban,78,38,42,48,17,7,High,3,0.4347,Medium,0
STU007564,20,Rural,77,82,83,66,22,21,High,8,0.2974,Low,0
STU007565,28,Rural,89,85,74,73,19,19,High,15,0.2069,Low,0
STU007566,23,Urban,87,67,79,89,17,23,High,7,0.2523,Low,0
STU007567,30,Rural,51,36,36,38,7,10,Low,6,0.6489,Medium,1
STU007568,20,Urban,51,64,43,68,12,5,High,12,0.4249,Medium,0
STU007569,27,Rural,87,80,80,85,16,25,High,9,0.1697,Low,0
STU007570,22,Rural,85,74,57,88,16,28,Medium,12,0.2505,Low,0
STU007571,23,Urban,82,75,80,78,21,19,High,7,0.2376,Low,0
STU007572,25,Urban,37,43,70,78,16,15,Medium,4,0.5723,Medium,0
STU007573,24,Rural,76,64,94,84,19,21,Medium,10,0.314,Medium,1
STU007574,28,Rural,76,72,65,82,29,29,High,5,0.1984,Low,0
STU007575,25,Rural,33,27,18,43,0,8,Low,0,0.7775,High,1
STU007576,20,Rural,75,92,70,85,26,31,High,10,0.1531,Low,0
STU007577,21,Rural,85,64,49,69,22,20,Medium,2,0.2607,Low,0
STU007578,23,Urban,79,37,53,73,30,18,Medium,6,0.3835,Medium,0
STU007579,28,Rural,43,37,69,78,19,21,Medium,11,0.5844,Medium,0
STU007580,24,Urban,26,38,24,32,1,6,Low,3,0.7437,High,1
STU007581,26,Urban,70,78,75,63,30,20,High,8,0.1865,Low,0
STU007582,30,Rural,25,27,42,0,6,8,Low,2,0.7898,High,1
STU007583,18,Urban,67,51,34,52,6,20,Medium,8,0.5028,Medium,0
